,# AUTORIZACION,FECHA PROGRAMACIÓN DE SERVICIO,HORA PROGRAMACIÓN SERVICIO,DEPARTAMENTO
12223,6269966,2026-01-31,1:00:00,ANTIOQUIA
12225,6270565,2026-01-30,23:30:00,ANTIOQUIA
12226,6270566,2026-01-31,3:00:00,VALLE DEL CAUCA
12230,6270570,2026-01-31,0:30:00,ANTIOQUIA
12233,6270570,2026-01-31,0:30:00,ANTIOQUIA
12234,6270577,2026-01-31,3:30:00,CUNDINAMARCA
12236,6270579,2026-01-31,0:00:00,ANTIOQUIA
12237,6270585,2026-01-31,0:00:00,CUNDINAMARCA
12241,6270591,2026-01-31,2:00:00,ANTIOQUIA
12243,6270595,2026-01-31,0:00:00,CUNDINAMARCA
12244,6270599,2026-01-31,0:00:00,CUNDINAMARCA
12245,6270596,2026-01-31,1:00:00,CUNDINAMARCA
12251,6270608,2026-01-31,0:30:00,ANTIOQUIA
12252,6270611,2026-01-31,1:00:00,CUNDINAMARCA
12253,6270612,2026-01-31,1:00:00,CUNDINAMARCA
12255,6270623,2026-01-31,0:30:00,CUNDINAMARCA
12256,6270613,2026-01-31,1:00:00,CUNDINAMARCA
12259,6270616,2026-01-31,0:30:00,CUNDINAMARCA
12265,6270636,2026-01-31,2:00:00,ANTIOQUIA
12269,6270629,2026-02-01,1:30:00,ANTIOQUIA
12270,6270637,2026-01-31,0:30:00,ANTIOQUIA
12272,6270638,2026-01-31,2:30:00,ANTIOQUIA
12274,6270639,2026-01-31,16:00:00,CUNDINAMARCA
12276,6270644,2026-01-31,1:45:00,ANTIOQUIA
12280,6270649,2026-01-31,2:30:00,CUNDINAMARCA
12281,6270652,2026-01-31,3:00:00,CUNDINAMARCA
12282,6270651,2026-01-31,0:55:00,CUNDINAMARCA
12284,6270653,2026-01-31,1:30:00,ANTIOQUIA
12285,6270654,2026-01-31,2:00:00,CUNDINAMARCA
12286,6270657,2026-01-31,1:30:00,CUNDINAMARCA
12287,6270661,2026-01-31,1:00:00,ANTIOQUIA
12288,6270662,2026-01-31,1:15:00,ANTIOQUIA
12289,6270664,2026-01-31,1:30:00,CUNDINAMARCA
12290,6270663,2026-01-31,1:20:00,CUNDINAMARCA
12295,6270669,2026-01-31,1:30:00,VALLE DEL CAUCA
12297,6270615,2026-01-31,1:00:00,ANTIOQUIA
12304,6270677,2026-01-31,2:05:00,ANTIOQUIA
12305,6270680,2026-01-31,3:00:00,CUNDINAMARCA
12307,6270548,2026-01-31,1:30:00,ANTIOQUIA
12310,6270686,2026-01-31,1:30:00,CUNDINAMARCA
12311,6270688,2026-01-31,2:00:00,CUNDINAMARCA
12314,6270693,2026-01-31,2:00:00,CUNDINAMARCA
12315,6270692,2026-01-31,23:00:00,CUNDINAMARCA
12318,6270702,2026-01-31,2:30:00,CUNDINAMARCA
12319,6270699,2026-01-31,10:00:00,ANTIOQUIA
12322,6270703,2026-01-31,17:55:00,CUNDINAMARCA
12326,6270712,2026-01-31,3:00:00,CUNDINAMARCA
12327,6270713,2026-01-31,2:40:00,CUNDINAMARCA
12329,6270715,2026-01-31,2:30:00,CUNDINAMARCA
12330,6270705,2026-01-31,2:30:00,ANTIOQUIA
12331,6270723,2026-01-31,3:20:00,CUNDINAMARCA
12332,6270724,2026-01-31,5:30:00,CUNDINAMARCA
12333,6270725,2026-01-31,3:00:00,VALLE DEL CAUCA
12334,6270726,2026-01-31,3:30:00,ANTIOQUIA
12335,6270727,2026-01-31,3:00:00,VALLE DEL CAUCA
12337,6270730,2026-01-31,4:00:00,CUNDINAMARCA
12338,6270734,2026-01-31,3:20:00,ANTIOQUIA
12340,6270733,2026-01-31,3:30:00,CUNDINAMARCA
12342,6270735,2026-02-02,22:00:00,CUNDINAMARCA
12343,6270736,2026-01-31,3:00:00,CUNDINAMARCA
12344,6270737,2026-01-31,3:25:00,VALLE DEL CAUCA
12345,6270738,2026-01-31,3:45:00,VALLE DEL CAUCA
12348,6270741,2026-01-31,4:00:00,CUNDINAMARCA
12349,6270745,2026-01-31,4:00:00,CUNDINAMARCA
12351,6270749,2026-01-31,4:35:00,ANTIOQUIA
12352,6270746,2026-01-31,4:00:00,CUNDINAMARCA
12354,6270752,2026-01-31,4:40:00,CUNDINAMARCA
12355,6270753,2026-01-31,4:45:00,CUNDINAMARCA
12357,6270756,2026-02-01,1:45:00,ANTIOQUIA
12384,6270813,2026-02-01,3:15:00,CUNDINAMARCA
12387,6270823,2026-02-01,1:00:00,ANTIOQUIA
12393,6270825,2026-01-31,23:00:00,ANTIOQUIA
12398,6270836,2026-02-01,0:15:00,ANTIOQUIA
12400,6270853,2026-02-01,1:00:00,ANTIOQUIA
12403,6270852,2026-02-01,2:45:00,CUNDINAMARCA
12428,6270915,2026-02-01,1:15:00,CUNDINAMARCA
12430,6270916,2026-01-31,23:30:00,ANTIOQUIA
12450,6270962,2026-02-01,1:00:00,ANTIOQUIA
12465,6270983,2026-02-01,1:00:00,ANTIOQUIA
12466,6270985,2026-01-31,23:45:00,CUNDINAMARCA
12469,6270990,2026-02-01,2:00:00,ANTIOQUIA
12471,6270994,2026-02-01,1:30:00,CUNDINAMARCA
12472,6271001,2026-01-31,14:40:00,CUNDINAMARCA
12478,6271019,2026-01-31,20:00:00,CUNDINAMARCA
12485,6271007,2026-02-01,1:30:00,CUNDINAMARCA
12490,6271045,2026-02-01,2:00:00,VALLE DEL CAUCA
12497,6271061,2026-02-01,3:00:00,CUNDINAMARCA
12499,6271063,2026-01-31,18:30:00,CUNDINAMARCA
12507,6271083,2026-01-31,19:30:00,VALLE DEL CAUCA
12516,6271115,2026-02-01,3:30:00,CUNDINAMARCA
12519,6271110,2026-02-01,0:00:00,ANTIOQUIA
12522,6271129,2026-01-31,19:00:00,VALLE DEL CAUCA
12523,6271132,2026-02-01,2:00:00,CUNDINAMARCA
12536,6271152,2026-01-31,19:00:00,CUNDINAMARCA
12537,6271157,2026-02-01,0:00:00,CUNDINAMARCA
12548,6271179,2026-02-01,2:00:00,CUNDINAMARCA
12551,6271176,2026-02-01,3:00:00,VALLE DEL CAUCA
12560,6271201,2026-02-01,0:30:00,CUNDINAMARCA
12565,6271186,2026-01-31,20:00:00,CUNDINAMARCA
12570,6271211,2026-02-01,1:00:00,CUNDINAMARCA
12571,6271209,2026-01-01,1:00:00,CUNDINAMARCA
12576,6271231,2026-02-01,2:00:00,CUNDINAMARCA
12582,6271226,2026-02-01,2:00:00,VALLE DEL CAUCA
12587,6271248,2026-01-31,18:00:00,CUNDINAMARCA
12588,6271243,2026-01-31,23:00:00,CUNDINAMARCA
12589,6271244,2026-02-01,1:00:00,CUNDINAMARCA
12590,6271254,2026-01-31,23:55:00,ANTIOQUIA
12591,6271246,2026-01-31,22:30:00,ANTIOQUIA
12593,6271258,2026-02-01,23:50:00,CUNDINAMARCA
12598,6271251,2026-01-31,22:00:00,CUNDINAMARCA
12601,6271266,2026-01-31,21:00:00,ANTIOQUIA
12602,6271272,2026-01-31,18:15:00,CUNDINAMARCA
12604,6271255,2026-02-01,2:30:00,VALLE DEL CAUCA
12605,6271269,2026-02-01,3:00:00,VALLE DEL CAUCA
12607,6271274,2026-01-31,20:00:00,CUNDINAMARCA
12608,6271277,2026-01-31,19:30:00,ANTIOQUIA
12613,6271284,2026-01-31,21:00:00,CUNDINAMARCA
12616,6271288,2026-01-31,23:00:00,ANTIOQUIA
12618,6271282,2026-02-01,0:30:00,ANTIOQUIA
12626,6271306,2026-01-31,23:14:00,CUNDINAMARCA
12628,6271310,2026-01-31,20:30:00,ANTIOQUIA
12629,6271311,2026-02-01,2:10:00,CUNDINAMARCA
12630,6271307,2026-02-01,2:00:00,CUNDINAMARCA
12631,6271314,2026-01-31,23:30:00,ANTIOQUIA
12632,6271315,2026-02-01,0:00:00,VALLE DEL CAUCA
12633,6271320,2026-01-31,19:20:00,CUNDINAMARCA
12635,6271327,2026-02-01,1:30:00,VALLE DEL CAUCA
12638,6271332,2026-02-01,1:30:00,CUNDINAMARCA
12641,6271344,2026-01-31,20:20:00,CUNDINAMARCA
12644,6271345,2026-02-01,2:00:00,VALLE DEL CAUCA
12648,6271353,2026-01-31,19:50:00,CUNDINAMARCA
12651,6271355,2026-02-01,6:00:00,VALLE DEL CAUCA
12652,6271358,2026-02-01,4:30:00,VALLE DEL CAUCA
12655,6271361,2026-01-31,20:30:00,CUNDINAMARCA
12656,6271365,2026-01-31,22:00:00,ANTIOQUIA
12661,6271369,2026-01-31,20:30:00,CUNDINAMARCA
12662,6271374,2026-01-31,21:00:00,CUNDINAMARCA
12663,6271373,2026-01-31,21:00:00,CUNDINAMARCA
12664,6271375,2026-02-01,0:00:00,ANTIOQUIA
12666,6271383,2026-01-31,20:30:00,CUNDINAMARCA
12668,6271389,2026-02-01,4:00:00,ANTIOQUIA
12669,6271387,2026-01-31,20:25:00,ANTIOQUIA
12670,6271384,2026-01-31,20:30:00,CUNDINAMARCA
12671,6271382,2026-01-31,23:00:00,VALLE DEL CAUCA
12672,6271392,2026-02-01,2:00:00,ANTIOQUIA
12673,4713334,2026-02-01,2:00:00,CUNDINAMARCA
12674,6271390,2026-01-31,23:00:00,VALLE DEL CAUCA
12676,6271396,2026-01-31,22:00:00,CUNDINAMARCA
12677,6271397,2026-01-31,23:00:00,CUNDINAMARCA
12678,6271395,2026-01-31,20:45:00,CUNDINAMARCA
12682,6271407,2026-01-31,20:30:00,CUNDINAMARCA
12683,6271402,2026-01-31,23:00:00,ANTIOQUIA
12684,6271409,2026-01-31,23:55:00,ANTIOQUIA
12686,6271408,2026-01-31,23:55:00,CUNDINAMARCA
12687,6271410,2026-02-01,1:00:00,ANTIOQUIA
12688,6271412,2026-01-31,21:00:00,ANTIOQUIA
12690,6271415,2026-01-31,22:00:00,CUNDINAMARCA
12692,6271419,2026-02-01,2:00:00,ANTIOQUIA
12695,6271423,2026-01-31,23:30:00,CUNDINAMARCA
12698,6271115,2026-02-01,3:30:00,CUNDINAMARCA
12699,6271429,2026-01-31,21:30:00,CUNDINAMARCA
12700,6271430,2026-01-31,23:30:00,ANTIOQUIA
12703,6271437,2026-02-01,0:00:00,CUNDINAMARCA
12704,6271433,2026-02-01,0:00:00,VALLE DEL CAUCA
12705,6271438,2026-02-01,0:00:00,ANTIOQUIA
12707,6271440,2026-02-01,0:45:00,ANTIOQUIA
12710,6271448,2026-01-31,21:30:00,CUNDINAMARCA
12711,6271443,2026-01-31,22:00:00,CUNDINAMARCA
12713,6271447,2026-02-01,0:45:00,CUNDINAMARCA
12714,6271446,2026-02-01,1:45:00,ANTIOQUIA
12715,6271450,2026-01-31,21:45:00,CUNDINAMARCA
12716,6271451,2026-01-31,23:55:00,ANTIOQUIA
12717,6271452,2026-01-31,23:30:00,CUNDINAMARCA
12719,6271458,2026-02-01,3:30:00,CUNDINAMARCA
12720,6271462,2026-02-01,2:00:00,CUNDINAMARCA
12722,6271461,2026-02-01,1:15:00,ANTIOQUIA
12724,6271463,2026-02-01,3:40:00,ANTIOQUIA
12730,6271479,2026-02-01,1:00:00,CUNDINAMARCA
12731,6271478,2026-02-01,1:20:00,CUNDINAMARCA
12734,6271482,2026-01-31,23:30:00,ANTIOQUIA
12736,6271487,2026-01-31,23:55:00,ANTIOQUIA
12737,6271486,2026-02-01,3:00:00,CUNDINAMARCA
12739,6271493,2026-01-31,22:30:00,ANTIOQUIA
12741,6271489,2026-02-01,1:00:00,CUNDINAMARCA
12743,6271496,2026-02-01,0:30:00,CUNDINAMARCA
12744,6271492,2026-01-31,23:30:00,CUNDINAMARCA
12746,6271495,2026-02-01,0:30:00,CUNDINAMARCA
12748,6271513,2026-01-31,22:30:00,CUNDINAMARCA
12750,6271509,2026-02-01,2:00:00,ANTIOQUIA
12751,6271506,2026-02-01,1:00:00,ANTIOQUIA
12752,6271510,2026-02-01,2:15:00,ANTIOQUIA
12753,6271507,2026-02-01,1:00:00,CUNDINAMARCA
12755,6271516,2026-01-31,23:55:00,CUNDINAMARCA
12756,6271515,2026-01-31,22:30:00,CUNDINAMARCA
12758,6271512,2026-02-01,2:30:00,CUNDINAMARCA
12759,6271517,2026-02-01,1:00:00,ANTIOQUIA
12762,6271520,2026-02-01,1:30:00,ANTIOQUIA
12766,6271524,2026-02-01,3:00:00,CUNDINAMARCA
12767,6271528,2026-02-01,2:00:00,CUNDINAMARCA
12768,6271532,2026-02-01,0:30:00,CUNDINAMARCA
12771,6271547,2026-01-31,23:15:00,ANTIOQUIA
12773,6271542,2026-02-01,2:00:00,ANTIOQUIA
12775,6271540,2026-02-01,1:00:00,CUNDINAMARCA
12777,6271543,2026-02-01,3:30:00,CUNDINAMARCA
12779,6271539,2026-01-31,23:05:00,CUNDINAMARCA
12782,6271555,2026-02-01,1:00:00,ANTIOQUIA
12783,6271559,2026-01-31,23:55:00,CUNDINAMARCA
12784,6271544,2026-02-01,2:00:00,CUNDINAMARCA
12785,6271548,2026-02-01,1:30:00,ANTIOQUIA
12787,6271560,2026-02-01,1:35:00,ANTIOQUIA
12788,6271549,2026-01-31,23:30:00,CUNDINAMARCA
12790,6271573,2026-02-01,1:30:00,VALLE DEL CAUCA
12792,6271559,2026-01-31,23:55:00,CUNDINAMARCA
12793,6271575,2026-02-01,2:00:00,ANTIOQUIA
12795,6271561,2026-02-01,2:00:00,CUNDINAMARCA
12796,6271579,2026-02-01,0:00:00,CUNDINAMARCA
12797,6271574,2026-01-31,23:30:00,ANTIOQUIA
12798,6271578,2026-01-31,23:50:00,ANTIOQUIA
12799,6271580,2026-02-01,1:00:00,CUNDINAMARCA
12800,6271582,2026-01-31,23:30:00,ANTIOQUIA
12801,6271583,2026-02-01,1:00:00,CUNDINAMARCA
12802,6271587,2026-02-01,2:00:00,CUNDINAMARCA
12804,6271584,2026-02-01,1:00:00,ANTIOQUIA
12805,6271585,2026-02-01,3:00:00,CUNDINAMARCA
12806,6271592,2026-02-01,3:00:00,CUNDINAMARCA
12807,6271590,2026-02-01,2:00:00,CUNDINAMARCA
12808,6271594,2026-02-01,2:30:00,CUNDINAMARCA
12810,6271595,2026-02-01,0:00:00,ANTIOQUIA
12811,6271597,2026-02-01,3:10:00,ANTIOQUIA
12812,6271599,2026-02-01,2:00:00,CUNDINAMARCA
12813,6271600,2026-02-01,1:05:00,VALLE DEL CAUCA
12816,6271605,2026-02-01,0:30:00,ANTIOQUIA
12817,6271598,2026-02-01,2:00:00,ANTIOQUIA
12818,6271604,2026-02-01,2:30:00,CUNDINAMARCA
12819,6271606,2026-02-01,4:30:00,VALLE DEL CAUCA
12821,6271551,2026-02-01,3:00:00,ANTIOQUIA
12823,6271610,2026-02-01,0:30:00,CUNDINAMARCA
12824,6271608,2026-02-01,2:30:00,VALLE DEL CAUCA
12825,6271528,2026-02-01,2:00:00,CUNDINAMARCA
12826,6271614,2026-02-01,2:30:00,VALLE DEL CAUCA
12829,6271612,2026-02-01,3:00:00,VALLE DEL CAUCA
12830,6271620,2026-02-01,2:30:00,CUNDINAMARCA
12832,6271624,2026-02-01,2:45:00,CUNDINAMARCA
12834,6271627,2026-02-01,0:30:00,CUNDINAMARCA
12835,6271632,2026-02-01,0:15:00,ANTIOQUIA
12837,6271636,2026-02-01,0:30:00,CUNDINAMARCA
12838,6271629,2026-02-01,2:00:00,CUNDINAMARCA
12839,6271631,2026-02-01,0:20:00,ANTIOQUIA
12840,6271634,2026-02-01,0:25:00,CUNDINAMARCA
12841,6271637,2026-02-01,1:30:00,CUNDINAMARCA
12843,6271640,2026-02-01,3:00:00,ANTIOQUIA
12846,6271642,2026-02-01,1:30:00,ANTIOQUIA
12847,6271637,2026-02-01,1:30:00,ANTIOQUIA
12848,6271644,2026-02-01,0:30:00,ANTIOQUIA
12849,6271645,2026-02-01,1:00:00,CUNDINAMARCA
12850,6271648,2026-02-01,0:45:00,ANTIOQUIA
12851,6271647,2026-02-01,2:30:00,CUNDINAMARCA
12853,6271655,2026-02-01,2:30:00,CUNDINAMARCA
12854,4713572,2026-02-01,0:30:00,ANTIOQUIA
12857,6271649,2026-02-01,3:35:00,ANTIOQUIA
12858,6271656,2026-02-01,1:00:00,ANTIOQUIA
12860,6271660,2026-02-01,1:25:00,CUNDINAMARCA
12861,6271661,2026-02-01,2:30:00,CUNDINAMARCA
12862,6271663,2026-02-01,1:05:00,ANTIOQUIA
12864,6271665,2026-02-01,1:15:00,ANTIOQUIA
12867,6271327,2026-02-01,1:30:00,VALLE DEL CAUCA
12872,6271674,2026-02-01,1:30:00,CUNDINAMARCA
12873,6271676,2026-02-01,1:15:00,ANTIOQUIA
12874,6271682,2026-02-01,1:30:00,ANTIOQUIA
12875,6271684,2026-02-01,1:15:00,CUNDINAMARCA
12877,6271683,2026-02-01,1:30:00,CUNDINAMARCA
12878,6271690,2026-02-01,3:00:00,CUNDINAMARCA
12880,6271685,2026-02-01,1:05:00,CUNDINAMARCA
12881,6271694,2026-02-01,1:30:00,CUNDINAMARCA
12884,6271686,2026-02-01,1:25:00,CUNDINAMARCA
12885,6271696,2026-02-01,2:00:00,CUNDINAMARCA
12886,6271698,2026-02-01,2:30:00,CUNDINAMARCA
12887,6271697,2026-02-01,2:00:00,ANTIOQUIA
12888,6270916,2026-02-01,1:30:00,ANTIOQUIA
12889,6271585,2026-02-12,4:00:00,CUNDINAMARCA
12890,6271700,2026-02-01,2:10:00,ANTIOQUIA
12893,6271707,2026-02-01,1:30:00,CUNDINAMARCA
12894,6271708,2026-02-01,2:00:00,ANTIOQUIA
12895,6271612,2026-02-01,3:00:00,VALLE DEL CAUCA
12896,6271704,2026-02-01,2:10:00,ANTIOQUIA
12898,6271705,2026-02-01,2:10:00,CUNDINAMARCA
12900,6271719,2026-02-01,2:00:00,CUNDINAMARCA
12902,6271717,2026-02-01,2:00:00,CUNDINAMARCA
12904,6271722,2026-02-01,3:00:00,ANTIOQUIA
12905,6271724,2026-02-01,2:30:00,ANTIOQUIA
12906,6271727,2026-02-01,2:00:00,CUNDINAMARCA
12907,6271718,2026-02-01,3:30:00,ANTIOQUIA
12908,6271720,2026-02-01,1:45:00,CUNDINAMARCA
12911,6271735,2026-02-01,5:05:00,CUNDINAMARCA
12915,6271737,2026-02-01,3:05:00,VALLE DEL CAUCA
12917,6271729,2026-02-01,3:00:00,VALLE DEL CAUCA
12919,6271743,2026-02-02,3:00:00,CUNDINAMARCA
12920,6271742,2026-02-01,3:00:00,ANTIOQUIA
12925,6271746,2026-02-01,2:10:00,VALLE DEL CAUCA
12928,6271757,2026-02-01,2:15:00,ANTIOQUIA
12929,6271749,2026-02-01,3:00:00,CUNDINAMARCA
12930,6271747,2026-02-01,2:10:00,ANTIOQUIA
12933,6271762,2026-02-01,14:15:00,CUNDINAMARCA
12934,6271760,2026-02-01,3:00:00,VALLE DEL CAUCA
12936,6271764,2026-02-01,3:00:00,ANTIOQUIA
12939,6271768,2026-02-01,2:45:00,ANTIOQUIA
12941,6271770,2026-02-01,4:00:00,CUNDINAMARCA
12942,6271769,2026-02-01,5:00:00,ANTIOQUIA
12943,6271772,2026-02-01,3:30:00,CUNDINAMARCA
12949,6271776,2026-02-01,3:10:00,ANTIOQUIA
12950,6271778,2026-02-01,4:00:00,CUNDINAMARCA
12951,6271779,2026-02-01,4:30:00,ANTIOQUIA
12952,6271781,2026-02-01,3:30:00,ANTIOQUIA
12953,6271780,2026-02-01,3:30:00,ANTIOQUIA
12954,6271784,2026-02-01,3:45:00,CUNDINAMARCA
12955,6271786,2026-02-01,4:00:00,CUNDINAMARCA
12957,6271785,2026-02-01,5:00:00,CUNDINAMARCA
12958,6271788,2026-02-01,4:00:00,CUNDINAMARCA
12959,6271790,2026-02-01,5:00:00,CUNDINAMARCA
12960,6271792,2026-02-01,6:05:00,CUNDINAMARCA
12962,6271793,2026-02-01,14:00:00,ANTIOQUIA
12963,6271794,2026-02-01,5:00:00,CUNDINAMARCA
12965,6271796,2026-02-01,5:00:00,ANTIOQUIA
12970,6271804,2026-02-01,5:00:00,ANTIOQUIA
12971,6271805,2026-02-01,5:15:00,ANTIOQUIA
12972,6271806,2026-02-01,5:00:00,CUNDINAMARCA
12977,6271817,2026-02-01,7:20:00,ANTIOQUIA
12992,6271865,2026-02-01,14:00:00,CUNDINAMARCA
13000,6271882,2026-02-01,17:00:00,VALLE DEL CAUCA
13004,6271877,2026-02-01,14:30:00,ANTIOQUIA
13005,6271893,2026-02-01,18:30:00,CUNDINAMARCA
13010,6271904,2026-02-01,16:30:00,CUNDINAMARCA
13020,6271925,2026-02-02,11:00:00,CUNDINAMARCA
13047,6271981,2026-02-01,18:00:00,CUNDINAMARCA
13050,6271979,2026-02-01,20:30:00,ANTIOQUIA
13089,6272069,2026-02-01,21:10:00,ANTIOQUIA
13091,6272071,2026-02-01,19:30:00,CUNDINAMARCA
13118,6272119,2026-02-01,23:30:00,CUNDINAMARCA
13136,6272150,2026-02-02,4:30:00,CUNDINAMARCA
13138,6272159,2026-02-01,21:35:00,ANTIOQUIA
13139,6272165,2026-02-01,21:00:00,ANTIOQUIA
13183,6272241,2026-02-02,8:30:00,CUNDINAMARCA
13204,6272283,2026-02-02,9:00:00,CUNDINAMARCA
13329,6272622,2026-02-02,14:00:00,CUNDINAMARCA
13415,6272869,2026-02-02,17:00:00,VALLE DEL CAUCA
13430,6272909,2026-02-02,16:00:00,ANTIOQUIA
13488,6273036,2026-02-03,12:20:00,ANTIOQUIA
13550,6273212,2026-02-02,20:00:00,ANTIOQUIA
13602,6273374,2026-02-06,6:30:00,CUNDINAMARCA
13605,6273370,2026-02-03,7:00:00,ANTIOQUIA
13631,6273489,2026-02-03,17:10:00,ANTIOQUIA
13636,6273501,2026-02-06,16:30:00,CUNDINAMARCA
13644,6273526,2026-02-03,7:00:00,CUNDINAMARCA
13694,6273669,2026-02-03,0:00:00,ANTIOQUIA
13707,6273686,2026-02-03,11:20:00,ANTIOQUIA
13710,6273680,2026-02-03,5:30:00,VALLE DEL CAUCA
13788,6273861,2026-02-03,16:30:00,ANTIOQUIA
13815,6273919,2026-02-03,13:30:00,CUNDINAMARCA
13848,6274006,2026-02-21,1:15:00,CUNDINAMARCA
13853,6274018,2026-02-03,13:45:00,ANTIOQUIA
13920,6274233,2026-02-03,16:30:00,CUNDINAMARCA
13989,6274498,2026-02-04,8:00:00,ANTIOQUIA
14021,6274632,2026-02-03,20:30:00,CUNDINAMARCA
14079,6274790,2026-02-03,23:15:00,ANTIOQUIA
14088,6274815,2026-02-08,2:30:00,CUNDINAMARCA
14109,6274856,2026-02-04,7:00:00,CUNDINAMARCA
14111,6274858,2026-02-04,9:30:00,ANTIOQUIA
14118,6274880,2026-02-04,6:45:00,CUNDINAMARCA
14127,6274894,2026-02-04,12:45:00,CUNDINAMARCA
14156,6274957,2026-02-04,15:15:00,CUNDINAMARCA
14272,6275305,2026-02-07,3:00:00,ANTIOQUIA
14278,6275216,2026-02-04,20:45:00,ANTIOQUIA
14334,6275442,2026-02-04,23:30:00,ANTIOQUIA
14335,6275445,2026-02-04,17:00:00,CUNDINAMARCA
14360,6275521,2026-02-04,17:40:00,ANTIOQUIA
14399,6275590,2026-02-04,18:15:00,CUNDINAMARCA
14419,6275692,2026-02-05,1:00:00,CUNDINAMARCA
14428,6275737,2026-02-04,20:00:00,CUNDINAMARCA
14433,6275774,2026-02-04,19:30:00,CUNDINAMARCA
14444,6275803,2026-02-04,19:30:00,VALLE DEL CAUCA
14468,6275870,2026-02-04,22:20:00,ANTIOQUIA
14498,6275963,2026-02-04,22:00:00,ANTIOQUIA
14504,6275977,2026-02-04,23:00:00,CUNDINAMARCA
14509,6275987,2026-02-05,2:00:00,CUNDINAMARCA
14510,6275982,2026-02-05,2:45:00,VALLE DEL CAUCA
14521,6276014,2026-02-06,15:15:00,CUNDINAMARCA
14627,6276275,2026-02-06,6:30:00,VALLE DEL CAUCA
14644,6276290,2026-02-05,21:00:00,VALLE DEL CAUCA
14703,6276543,2026-02-05,16:00:00,ANTIOQUIA
14736,6276688,2026-02-05,23:30:00,ANTIOQUIA
14759,6276753,2026-02-14,22:30:00,CUNDINAMARCA
14766,6276779,2026-02-07,1:00:00,CUNDINAMARCA
14790,6276871,2026-02-05,21:00:00,CUNDINAMARCA
14797,6276894,2026-02-05,19:50:00,CUNDINAMARCA
14810,6276894,2026-02-05,21:01:00,CUNDINAMARCA
14822,62766991,2026-02-05,22:00:00,CUNDINAMARCA
14841,6277044,2026-02-06,1:00:00,ANTIOQUIA
14859,6277099,2026-02-05,23:30:00,ANTIOQUIA
14864,6277096,2026-02-06,0:10:00,ANTIOQUIA
14872,6277122,2026-02-05,23:30:00,ANTIOQUIA
14876,6277129,2026-02-06,0:15:00,ANTIOQUIA
14881,6277132,2026-02-07,3:00:00,ANTIOQUIA
14884,6277141,2026-02-06,8:00:00,CUNDINAMARCA
14886,6277144,2026-02-06,15:00:00,CUNDINAMARCA
14894,6277158,2026-02-06,6:30:00,CUNDINAMARCA
14904,6277180,2026-02-06,18:00:00,CUNDINAMARCA
14910,6277199,2026-02-06,6:00:00,CUNDINAMARCA
14911,6277198,2026-02-07,0:00:00,VALLE DEL CAUCA
14920,6277232,2026-02-06,3:30:00,ANTIOQUIA
14926,6277259,2026-02-06,12:30:00,CUNDINAMARCA
14929,6277259,2026-02-06,12:30:00,CUNDINAMARCA
15011,6277459,2026-02-06,18:00:00,ANTIOQUIA
15021,6277485,2026-02-07,3:00:00,ANTIOQUIA
15024,6277503,2026-02-06,11:00:00,VALLE DEL CAUCA
15033,6277508,2026-02-07,23:55:00,CUNDINAMARCA
15049,6277585,2026-02-06,22:30:00,CUNDINAMARCA
15055,6277593,2026-02-07,1:35:00,ANTIOQUIA
15056,6277573,2026-02-06,17:00:00,CUNDINAMARCA
15058,6277614,2026-02-06,17:30:00,ANTIOQUIA
15064,6277582,2026-02-07,23:55:00,CUNDINAMARCA
15113,6277762,2026-02-06,16:30:00,VALLE DEL CAUCA
15125,6277816,2026-02-06,18:00:00,ANTIOQUIA
15135,6277847,2026-02-08,2:00:00,CUNDINAMARCA
15147,6277869,2026-02-08,21:00:00,CUNDINAMARCA
15162,6277917,2026-02-07,23:30:00,ANTIOQUIA
15169,6277932,2026-02-06,18:00:00,CUNDINAMARCA
15175,6277951,2026-02-08,0:30:00,CUNDINAMARCA
15197,6278020,2026-02-07,1:00:00,VALLE DEL CAUCA
15204,6278041,2026-02-07,3:00:00,CUNDINAMARCA
15212,6278070,2026-02-06,21:00:00,ANTIOQUIA
15226,6278111,2026-02-08,0:15:00,CUNDINAMARCA
15237,6278153,2026-02-07,7:30:00,CUNDINAMARCA
15238,6278157,2026-02-06,20:15:00,CUNDINAMARCA
15240,6278151,2026-02-07,1:00:00,CUNDINAMARCA
15247,6278161,2026-02-06,22:30:00,ANTIOQUIA
15248,6278179,2026-02-06,22:30:00,ANTIOQUIA
15251,6278192,2026-02-06,22:00:00,VALLE DEL CAUCA
15253,6278200,2026-02-06,22:00:00,CUNDINAMARCA
15259,6278209,2026-02-06,23:30:00,CUNDINAMARCA
15264,6278219,2026-02-06,21:00:00,ANTIOQUIA
15276,6278258,2026-02-06,21:00:00,CUNDINAMARCA
15277,6278247,2026-02-07,2:30:00,CUNDINAMARCA
15280,6278246,2026-02-07,2:00:00,CUNDINAMARCA
15282,6278272,2026-02-06,21:05:00,CUNDINAMARCA
15283,6278238,2026-02-06,21:15:00,ANTIOQUIA
15284,6278249,2026-02-08,1:15:00,VALLE DEL CAUCA
15287,6278289,2026-02-07,1:00:00,ANTIOQUIA
15289,6278286,2026-02-06,21:30:00,ANTIOQUIA
15292,6278296,2026-02-06,22:30:00,CUNDINAMARCA
15293,6278298,2026-02-08,2:30:00,ANTIOQUIA
15295,6278301,2026-02-07,0:30:00,ANTIOQUIA
